list_date,market,industry,代號,名稱
1962-02-09,上市,水泥工業,1101,台泥
1962-06-08,上市,水泥工業,1102,亞泥
1969-11-14,上市,水泥工業,1103,嘉泥
1971-02-01,上市,水泥工業,1104,環泥
1990-06-06,上市,水泥工業,1108,幸福
1991-12-05,上市,水泥工業,1109,信大
1994-10-22,上市,水泥工業,1110,東泥
1962-02-09,上市,食品工業,1201,味全
1964-08-24,上市,食品工業,1203,味王
1978-05-20,上市,食品工業,1210,大成
1981-04-10,上市,食品工業,1213,大飲
1987-07-27,上市,食品工業,1215,卜蜂
1987-12-28,上市,食品工業,1216,統一
1989-10-28,上市,食品工業,1217,愛之味
1989-11-11,上市,食品工業,1218,泰山
1990-12-01,上市,食品工業,1219,福壽
1991-11-20,上市,食品工業,1220,台榮
1993-09-27,上市,食品工業,1225,福懋油
1994-04-09,上市,食品工業,1227,佳格
1976-07-19,上市,食品工業,1229,聯華
1995-11-02,上市,食品工業,1231,聯華食
1996-02-09,上市,食品工業,1232,大統益
1999-01-20,上市,食品工業,1233,天仁
1999-03-12,上市,食品工業,1234,黑松
2000-09-11,上市,食品工業,1235,興泰
2001-09-17,上市,食品工業,1236,宏亞
2016-03-17,上市,食品工業,1256,鮮活果汁-KY
1964-07-27,上市,塑膠工業,1301,台塑
1967-11-05,上市,塑膠工業,1303,南亞
1972-05-20,上市,塑膠工業,1304,台聚
1973-03-05,上市,塑膠工業,1305,華夏
1985-11-23,上市,塑膠工業,1307,三芳
1986-06-20,上市,塑膠工業,1308,亞聚
1986-06-27,上市,塑膠工業,1309,台達化
1987-08-06,上市,塑膠工業,1310,台苯
1988-12-21,上市,塑膠工業,1312,國喬
1989-03-27,上市,塑膠工業,1313,聯成
1991-07-12,上市,塑膠工業,1314,中石化
1992-05-09,上市,塑膠工業,1315,達新
1992-10-15,上市,建材營造業,1316,上曜
1994-12-12,上市,汽車工業,1319,東陽
1999-01-26,上市,塑膠工業,1321,大洋
2000-09-11,上市,塑膠工業,1323,永裕
2000-09-11,上市,塑膠工業,1324,地球
2000-09-11,上市,塑膠工業,1325,恆大
1984-12-20,上市,塑膠工業,1326,台化
2011-07-01,上市,塑膠工業,1337,再生-KY
2012-12-19,上市,汽車工業,1338,廣華-KY
2012-04-24,上市,汽車工業,1339,昭輝
2013-12-06,上市,塑膠工業,1340,勝悅-KY
2018-12-24,上市,塑膠工業,1341,富林-KY
2020-11-24,上市,其他業,1342,八貫
1967-04-14,上市,紡織纖維,1402,遠東新
1973-08-31,上市,紡織纖維,1409,新纖
1973-10-18,上市,紡織纖維,1410,南染
1975-12-23,上市,紡織纖維,1413,宏洲
1976-02-02,上市,紡織纖維,1414,東和
1976-04-20,上市,其他業,1416,廣豐
1976-12-28,上市,紡織纖維,1417,嘉裕
1977-02-14,上市,紡織纖維,1418,東華
1977-03-14,上市,紡織纖維,1419,新紡
1979-04-02,上市,紡織纖維,1423,利華
1982-07-26,上市,運動休閒,1432,大魯閣
1985-12-24,上市,紡織纖維,1434,福懋
1987-12-28,上市,其他業,1435,中福
1988-04-11,上市,建材營造業,1436,華友聯
1988-11-10,上市,其他業,1437,勤益控
1988-12-15,上市,建材營造業,1438,三地開發
1989-05-22,上市,建材營造業,1439,雋揚
1989-10-03,上市,紡織纖維,1440,南紡
1989-10-27,上市,紡織纖維,1441,大東
1989-11-16,上市,建材營造業,1442,名軒
1990-04-21,上市,其他業,1443,立益物流
1990-08-08,上市,紡織纖維,1444,力麗
1991-02-05,上市,紡織纖維,1445,大宇
1991-10-15,上市,紡織纖維,1446,宏和
1992-01-28,上市,紡織纖維,1447,力鵬
1992-03-12,上市,紡織纖維,1449,佳和
1992-12-21,上市,紡織纖維,1451,年興
1992-12-28,上市,紡織纖維,1452,宏益
1993-04-19,上市,建材營造業,1453,大將
1993-05-07,上市,紡織纖維,1454,台富
1993-10-07,上市,紡織纖維,1455,集盛
1993-12-09,上市,建材營造業,1456,怡華
1994-10-20,上市,紡織纖維,1457,宜進
1994-10-26,上市,紡織纖維,1459,聯發
1995-04-28,上市,紡織纖維,1460,宏遠
1996-12-05,上市,紡織纖維,1463,強盛新
1997-01-18,上市,紡織纖維,1464,得力
1997-09-08,上市,紡織纖維,1465,偉全
1998-04-04,上市,紡織纖維,1466,聚隆
1998-12-21,上市,紡織纖維,1467,南緯
1999-01-21,上市,紡織纖維,1468,昶和
1999-05-21,上市,紡織纖維,1470,大統新創
2000-03-06,上市,電子零組件業,1471,首利
2000-09-11,上市,建材營造業,1472,三洋實業
2000-09-11,上市,紡織纖維,1473,台南
2000-10-31,上市,紡織纖維,1474,弘裕
2000-10-27,上市,紡織纖維,1475,業旺
2001-04-18,上市,紡織纖維,1476,儒鴻
2003-01-21,上市,紡織纖維,1477,聚陽
1969-12-15,上市,電機機械,1503,士電
1973-11-05,上市,電機機械,1504,東元
1980-08-11,上市,電機機械,1506,正道
1994-01-28,上市,汽車工業,1512,瑞利
1994-03-08,上市,電機機械,1513,中興電
1994-03-26,上市,電機機械,1514,亞力
1995-02-04,上市,電機機械,1515,力山
1995-04-01,上市,其他業,1516,川飛
1995-11-14,上市,電機機械,1517,利奇
1997-04-16,上市,電機機械,1519,華城
1997-10-06,上市,汽車工業,1521,大億
1997-10-06,上市,汽車工業,1522,堤維西
1998-10-30,上市,汽車工業,1524,耿鼎
1999-05-15,上市,汽車工業,1525,江申
2000-03-27,上市,電機機械,1526,日馳
2000-06-21,上市,電機機械,1527,鑽全
2000-09-11,上市,電機機械,1528,恩德
2000-09-11,上市,電機機械,1529,樂事綠能
2000-09-11,上市,電機機械,1530,亞崴
2000-09-11,上市,電機機械,1531,高林股
2000-09-11,上市,電機機械,1532,勤美
2001-04-06,上市,汽車工業,1533,車王電
2001-09-17,上市,電機機械,1535,中宇
2001-09-17,上市,汽車工業,1536,和大
2002-01-22,上市,電機機械,1537,廣隆
2002-08-26,上市,電機機械,1538,正峰
2002-10-29,上市,電機機械,1539,巨庭
2002-08-26,上市,電機機械,1540,喬福
2003-03-19,上市,電機機械,1541,錩泰
2014-12-23,上市,電機機械,1558,伸興
2005-01-31,上市,電機機械,1560,中砂
2024-05-13,上市,汽車工業,1563,巧新
2014-05-14,上市,汽車工業,1568,倉佑
2009-12-17,上市,電子零組件業,1582,信錦
2008-01-24,上市,電機機械,1583,程泰
2018-04-16,上市,汽車工業,1587,吉茂
2012-04-27,上市,電機機械,1589,永冠-KY
2010-12-13,上市,電機機械,1590,亞德客-KY
2020-12-23,上市,電機機械,1597,直得
2016-09-20,上市,運動休閒,1598,岱宇
1968-06-03,上市,電器電纜,1603,華電
1970-12-14,上市,電器電纜,1604,聲寶
1972-11-03,上市,電器電纜,1605,華新
1988-07-11,上市,電器電纜,1608,華榮
1988-12-12,上市,電器電纜,1609,大亞
1990-01-16,上市,電器電纜,1611,中電
1993-05-08,上市,電器電纜,1612,宏泰
1997-09-18,上市,電器電纜,1614,三洋電
2000-03-30,上市,電器電纜,1615,大山
2000-09-11,上市,電器電纜,1616,億泰
2000-09-11,上市,電器電纜,1617,榮星
2000-09-11,上市,電器電纜,1618,合機
2026-01-22,上市,電器電纜,1623,大東電
2013-03-21,上市,電器電纜,1626,艾美特-KY
1973-05-30,上市,食品工業,1702,南僑
1982-12-20,上市,生技醫療業,1707,葡萄王
1986-06-16,上市,化學工業,1708,東鹼
1986-07-03,上市,化學工業,1709,和益
1987-10-21,上市,化學工業,1710,東聯
1988-12-27,上市,化學工業,1711,永光
1989-12-14,上市,化學工業,1712,興農
1990-01-31,上市,化學工業,1713,國化
1991-08-30,上市,化學工業,1714,和桐
1994-03-31,上市,化學工業,1717,長興
1963-12-02,上市,化學工業,1718,中纖
1995-12-12,上市,生技醫療業,1720,生達
1996-05-16,上市,化學工業,1721,三晃
1998-03-24,上市,化學工業,1722,台肥
1998-11-27,上市,化學工業,1723,中碳
2000-09-11,上市,化學工業,1725,元禎
2000-09-11,上市,化學工業,1726,永記
2000-09-11,上市,化學工業,1727,中華化
2001-09-17,上市,化學工業,1730,花仙子
2001-09-17,上市,生技醫療業,1731,美吾華
2001-09-17,上市,化學工業,1732,毛寶
2001-09-17,上市,生技醫療業,1733,五鼎
2002-08-26,上市,生技醫療業,1734,杏輝
2002-08-26,上市,化學工業,1735,日勝化
2003-01-09,上市,運動休閒,1736,喬山
2003-11-18,上市,食品工業,1737,臺鹽
2022-01-19,上市,生技醫療業,1752,南光
2018-01-23,上市,生技醫療業,1760,寶齡富錦
2010-12-20,上市,生技醫療業,1762,中化生
2009-02-27,上市,化學工業,1773,勝一
2016-05-09,上市,化學工業,1776,展宇
2013-12-20,上市,生技醫療業,1783,和康生
2013-11-12,上市,生技醫療業,1786,科妍
2011-09-29,上市,生技醫療業,1789,神隆
2019-12-16,上市,生技醫療業,1795,美時
1973-07-20,上市,玻璃陶瓷,1802,台玻
1989-10-20,上市,建材營造業,1805,寶徠
1992-09-29,上市,玻璃陶瓷,1806,冠軍
1994-10-26,上市,建材營造業,1808,潤隆
1996-04-30,上市,玻璃陶瓷,1809,中釉
1991-10-14,上市,玻璃陶瓷,1810,和成
2013-10-24,上市,玻璃陶瓷,1817,凱撒衛
1963-12-09,上市,造紙工業,1903,士紙
1971-09-10,上市,造紙工業,1904,正隆
1975-02-07,上市,造紙工業,1905,華紙
1976-04-26,上市,造紙工業,1906,寶隆
1977-02-22,上市,造紙工業,1907,永豐餘
1985-11-19,上市,造紙工業,1909,榮成
1974-12-26,上市,鋼鐵工業,2002,中鋼
1988-07-13,上市,鋼鐵工業,2006,東和鋼鐵
1988-10-04,上市,鋼鐵工業,2007,燁興
1988-12-28,上市,鋼鐵工業,2008,高興昌
1989-10-20,上市,鋼鐵工業,2009,第一銅
1989-12-22,上市,鋼鐵工業,2010,春源
1991-10-17,上市,鋼鐵工業,2012,春雨
1992-01-21,上市,鋼鐵工業,2013,中鋼構
1992-02-20,上市,鋼鐵工業,2014,中鴻
1992-05-25,上市,鋼鐵工業,2015,豐興
1992-11-02,上市,鋼鐵工業,2017,官田鋼
1993-04-27,上市,鋼鐵工業,2020,美亞
1995-03-27,上市,鋼鐵工業,2022,聚亨
1995-07-28,上市,鋼鐵工業,2023,燁輝
1995-12-30,上市,鋼鐵工業,2024,志聯
1996-02-08,上市,鋼鐵工業,2025,千興
1996-10-24,上市,鋼鐵工業,2027,大成鋼
1996-12-13,上市,鋼鐵工業,2028,威致
1997-01-11,上市,鋼鐵工業,2029,盛餘
1998-12-24,上市,鋼鐵工業,2030,彰源
2000-09-11,上市,鋼鐵工業,2031,新光鋼
2000-09-11,上市,鋼鐵工業,2032,新鋼
2000-09-11,上市,鋼鐵工業,2033,佳大
2001-09-17,上市,鋼鐵工業,2034,允強
2008-12-30,上市,鋼鐵工業,2038,海光
2009-06-26,上市,電機機械,2049,上銀
2008-06-25,上市,電子零組件業,2059,川湖
2007-11-16,上市,居家生活,2062,橋椿
2016-03-22,上市,鋼鐵工業,2069,運錩
1963-11-01,上市,橡膠工業,2101,南港
1979-07-16,上市,橡膠工業,2102,泰豐
1982-09-25,上市,橡膠工業,2103,台橡
1986-07-15,上市,橡膠工業,2104,國際中橡
1987-12-07,上市,橡膠工業,2105,正新
1990-12-20,上市,橡膠工業,2106,建大
1992-03-03,上市,橡膠工業,2107,厚生
1992-10-27,上市,橡膠工業,2108,南帝
2000-05-08,上市,橡膠工業,2109,華豐
2010-12-29,上市,橡膠工業,2114,鑫永銓
2013-12-25,上市,汽車工業,2115,六暉-KY
1976-07-08,上市,汽車工業,2201,裕隆
1991-03-12,上市,汽車工業,2204,中華
1996-07-29,上市,汽車工業,2206,三陽工業
1997-02-25,上市,汽車工業,2207,和泰車
2008-12-22,上市,航運業,2208,台船
2021-04-12,上市,鋼鐵工業,2211,長榮鋼
2004-12-21,上市,汽車工業,2227,裕日車
2013-11-25,上市,汽車工業,2228,劍麟
2010-11-19,上市,汽車工業,2231,為升
2019-09-17,上市,汽車工業,2233,宇隆
2015-06-03,上市,汽車工業,2236,百達-KY
2016-01-27,上市,汽車工業,2239,英利-KY
2020-08-26,上市,汽車工業,2241,艾姆勒
2017-09-27,上市,汽車工業,2243,宏旭-KY
2020-10-12,上市,汽車工業,2247,汎德永業
2025-03-13,上市,汽車工業,2248,華勝-KY
2021-05-31,上市,汽車工業,2250,IKKA-KY
1995-11-17,上市,電腦及週邊設備業,2301,光寶科
1985-01-15,上市,半導體業,2302,麗正
1985-07-16,上市,半導體業,2303,聯電
1988-10-21,上市,電腦及週邊設備業,2305,全友
1988-12-19,上市,電子零組件業,2308,台達電
1989-11-07,上市,其他電子業,2312,金寶
1990-07-24,上市,電子零組件業,2313,華通
1990-08-08,上市,通信網路業,2314,台揚
1991-02-05,上市,電子零組件業,2316,楠梓電
1991-06-18,上市,其他電子業,2317,鴻海
1991-11-08,上市,通信網路業,2321,東訊
1992-02-17,上市,光電業,2323,中環
1992-02-18,上市,電腦及週邊設備業,2324,仁寶
1993-10-22,上市,電子零組件業,2327,國巨*
1993-11-09,上市,電子零組件業,2328,廣宇
1994-04-20,上市,半導體業,2329,華泰
1994-09-05,上市,半導體業,2330,台積電
1994-09-21,上市,電腦及週邊設備業,2331,精英
1994-10-17,上市,通信網路業,2332,友訊
1995-03-15,上市,半導體業,2337,旺宏
1995-04-17,上市,半導體業,2338,光罩
1995-05-02,上市,半導體業,2340,台亞
1995-09-19,上市,半導體業,2342,茂矽
1995-10-18,上市,半導體業,2344,華邦電
1995-11-15,上市,通信網路業,2345,智邦
1995-12-13,上市,電子通路業,2347,聯強
1996-01-05,上市,其他業,2348,海悅
1996-04-23,上市,光電業,2349,錸德
1996-04-25,上市,半導體業,2351,順德
1996-07-22,上市,電腦及週邊設備業,2352,佳世達
1996-09-18,上市,電腦及週邊設備業,2353,宏碁
1996-10-08,上市,其他電子業,2354,鴻準
1996-10-14,上市,電子零組件業,2355,敬鵬
1996-11-13,上市,電腦及週邊設備業,2356,英業達
1996-11-14,上市,電腦及週邊設備業,2357,華碩
1996-12-19,上市,其他電子業,2359,所羅門
1996-12-21,上市,其他電子業,2360,致茂
1997-04-02,上市,電腦及週邊設備業,2362,藍天
1997-08-01,上市,半導體業,2363,矽統
1997-08-11,上市,電腦及週邊設備業,2364,倫飛
1997-11-03,上市,電腦及週邊設備業,2365,昆盈
1997-12-13,上市,電子零組件業,2367,燿華
1998-03-09,上市,電子零組件業,2368,金像電
1998-04-10,上市,半導體業,2369,菱生
1962-02-09,上市,電機機械,2371,大同
1991-08-01,上市,其他電子業,2373,震旦行
1995-01-16,上市,光電業,2374,佳能
1998-08-29,上市,電子零組件業,2375,凱美
1998-09-24,上市,電腦及週邊設備業,2376,技嘉
1998-10-31,上市,電腦及週邊設備業,2377,微星
1998-10-26,上市,半導體業,2379,瑞昱
1998-12-03,上市,電腦及週邊設備業,2380,虹光
1999-01-08,上市,電腦及週邊設備業,2382,廣達
1998-11-27,上市,電子零組件業,2383,台光電
1999-01-05,上市,電子零組件業,2385,群光
1999-01-25,上市,電腦及週邊設備業,2387,精元
1999-03-05,上市,半導體業,2388,威盛
1999-06-15,上市,其他電子業,2390,云辰
1999-09-20,上市,電子零組件業,2392,正崴
1999-11-04,上市,光電業,2393,億光
1999-12-13,上市,電腦及週邊設備業,2395,研華
2000-01-15,上市,電腦及週邊設備業,2397,友通
1999-12-16,上市,電腦及週邊設備業,2399,映泰
2000-01-27,上市,半導體業,2401,凌陽
2000-01-14,上市,電子零組件業,2402,毅嘉
2000-03-14,上市,其他電子業,2404,漢唐
2000-03-17,上市,電腦及週邊設備業,2405,輔信
2000-04-29,上市,光電業,2406,國碩
2000-08-17,上市,半導體業,2408,南亞科
2000-09-08,上市,光電業,2409,友達
2000-10-27,上市,通信網路業,2412,中華電
2000-09-11,上市,電子零組件業,2413,環科
2000-09-11,上市,電子通路業,2414,精技
2000-09-11,上市,電子零組件業,2415,錩新
2000-09-11,上市,電腦及週邊設備業,2417,圓剛
2000-09-11,上市,通信網路業,2419,仲琦
2000-09-11,上市,電子零組件業,2420,新巨
2000-09-11,上市,電子零組件業,2421,建準
2000-09-11,上市,其他電子業,2423,固緯
2000-09-11,上市,通信網路業,2424,隴華
2000-09-11,上市,電腦及週邊設備業,2425,承啟
2000-09-11,上市,光電業,2426,鼎元
2000-09-11,上市,資訊服務業,2427,三商電
2000-09-11,上市,電子零組件業,2428,興勤
2000-09-11,上市,光電業,2429,銘旺科
2000-09-11,上市,電子通路業,2430,燦坤
2000-09-11,上市,電子零組件業,2431,聯昌
2000-09-11,上市,其他電子業,2433,互盛電
2000-09-11,上市,半導體業,2434,統懋
2000-09-11,上市,半導體業,2436,偉詮電
2000-09-11,上市,光電業,2438,翔耀
2000-09-11,上市,通信網路業,2439,美律
2000-11-10,上市,電子零組件業,2440,太空梭
2000-10-26,上市,半導體業,2441,超豐
2000-11-22,上市,建材營造業,2442,新美齊
2000-12-08,上市,通信網路業,2444,兆勁
2001-05-09,上市,半導體業,2449,京元電子
2001-05-24,上市,通信網路業,2450,神腦
2001-05-03,上市,半導體業,2451,創見
2001-05-22,上市,資訊服務業,2453,凌群
2001-07-23,上市,半導體業,2454,聯發科
2002-01-24,上市,通信網路業,2455,全新
2001-09-17,上市,電子零組件業,2457,飛宏
2001-09-17,上市,半導體業,2458,義隆
2001-09-17,上市,其他電子業,2459,敦吉
2001-09-17,上市,電子零組件業,2460,建通
2001-09-17,上市,其他電子業,2461,光群雷
2001-09-17,上市,電子零組件業,2462,良得電
2001-09-17,上市,其他電子業,2464,盟立
2001-09-19,上市,電腦及週邊設備業,2465,麗臺
2001-09-17,上市,光電業,2466,冠西電
2001-09-17,上市,電子零組件業,2467,志聖
2001-09-17,上市,資訊服務業,2468,華經
2001-09-17,上市,資訊服務業,2471,資通
2001-09-17,上市,電子零組件業,2472,立隆電
2001-09-17,上市,其他電子業,2474,可成
2001-09-17,上市,電子零組件業,2476,鉅祥
2001-09-17,上市,其他電子業,2477,美隆電
2001-09-17,上市,電子零組件業,2478,大毅
2001-09-17,上市,資訊服務業,2480,敦陽科
2001-09-17,上市,半導體業,2481,強茂
2001-09-17,上市,其他電子業,2482,連宇
2001-09-17,上市,電子零組件業,2483,百容
2001-09-17,上市,電子零組件業,2484,希華
2001-09-17,上市,通信網路業,2485,兆赫
2001-09-19,上市,光電業,2486,一詮
2001-09-17,上市,其他電子業,2488,漢平
2001-09-17,上市,光電業,2489,瑞軒
2001-09-17,上市,光電業,2491,吉祥全
2001-09-17,上市,電子零組件業,2492,華新科
2002-01-23,上市,電子零組件業,2493,揚博
2002-03-25,上市,電腦及週邊設備業,2495,普安
2002-03-08,上市,其他業,2496,卓越
2002-02-04,上市,汽車工業,2497,怡利電
2002-03-26,上市,通信網路業,2498,宏達電
1967-10-28,上市,建材營造業,2501,國建
1978-03-14,上市,建材營造業,2504,國產
1979-11-14,上市,建材營造業,2505,國揚
1980-02-02,上市,建材營造業,2506,太設
1988-05-20,上市,建材營造業,2509,全坤建
1991-04-24,上市,建材營造業,2511,太子
1992-09-26,上市,其他業,2514,龍邦
1993-03-02,上市,建材營造業,2515,中工
1993-05-25,上市,建材營造業,2516,新建
1993-10-27,上市,建材營造業,2520,冠德
1994-10-18,上市,建材營造業,2524,京城
1995-03-06,上市,建材營造業,2527,宏璟
1995-03-10,上市,建材營造業,2528,皇普
1995-10-12,上市,建材營造業,2530,華建
1996-02-12,上市,建材營造業,2534,宏盛
1996-03-11,上市,建材營造業,2535,達欣工
1996-03-14,上市,建材營造業,2536,宏普
1996-09-06,上市,建材營造業,2537,聯上發
1996-11-01,上市,建材營造業,2538,基泰
1997-07-16,上市,建材營造業,2539,櫻花建
1989-12-26,上市,建材營造業,2540,愛山林
1999-05-03,上市,建材營造業,2542,興富發
1999-10-15,上市,建材營造業,2543,皇昌
2000-09-11,上市,建材營造業,2545,皇翔
2000-09-11,上市,建材營造業,2546,根基
2000-12-22,上市,建材營造業,2547,日勝生
2002-08-26,上市,建材營造業,2548,華固
2010-03-26,上市,建材營造業,2597,潤弘
1965-11-04,上市,貿易百貨業,2601,益航
1987-09-21,上市,航運業,2603,長榮
1989-12-08,上市,航運業,2605,新興
1990-12-08,上市,航運業,2606,裕民
1990-12-14,上市,航運業,2607,榮運
1990-12-20,上市,航運業,2608,嘉里大榮
1992-04-20,上市,航運業,2609,陽明
1993-02-26,上市,航運業,2610,華航
1993-10-28,上市,航運業,2611,志信
1994-10-20,上市,航運業,2612,中航
1995-01-20,上市,航運業,2613,中櫃
1995-09-23,上市,其他業,2614,東森
1996-05-16,上市,航運業,2615,萬海
1997-11-08,上市,油電燃氣業,2616,山隆
1998-06-24,上市,航運業,2617,台航
2001-09-17,上市,航運業,2618,長榮航
2018-02-22,上市,航運業,2630,亞航
2016-10-27,上市,航運業,2633,台灣高鐵
2014-08-25,上市,航運業,2634,漢翔
2016-12-22,上市,航運業,2636,台驊控股
2010-12-01,上市,航運業,2637,慧洋-KY
2013-12-12,上市,航運業,2642,宅配通
2023-03-14,上市,航運業,2645,長榮航太
2024-10-25,上市,航運業,2646,星宇航空
1965-03-22,上市,觀光餐旅,2701,萬企
1965-02-14,上市,觀光餐旅,2702,華園
1982-11-10,上市,觀光餐旅,2704,國賓
1988-12-24,上市,觀光餐旅,2705,六福
1991-06-25,上市,觀光餐旅,2706,第一店
1998-03-09,上市,觀光餐旅,2707,晶華
2013-12-03,上市,觀光餐旅,2712,遠雄來
2012-03-14,上市,觀光餐旅,2722,夏都
2010-11-22,上市,觀光餐旅,2723,美食-KY
2012-03-06,上市,觀光餐旅,2727,王品
2013-09-24,上市,觀光餐旅,2731,雄獅
2016-05-19,上市,觀光餐旅,2739,寒舍
2016-11-23,上市,觀光餐旅,2748,雲品
2021-09-09,上市,觀光餐旅,2753,八方雲集
2024-01-24,上市,運動休閒,2762,世界健身-KY
1962-02-15,上市,金融保險業,2801,彰銀
1984-05-15,上市,金融保險業,2812,台中銀
1992-05-05,上市,金融保險業,2816,旺旺保
1994-10-26,上市,金融保險業,2820,華票
1997-09-30,上市,金融保險業,2832,台產
1998-01-03,上市,金融保險業,2834,臺企銀
1998-05-18,上市,金融保險業,2836,高雄銀
1998-06-29,上市,金融保險業,2838,聯邦銀
1998-11-27,上市,金融保險業,2845,遠東銀
1999-09-27,上市,金融保險業,2849,安泰銀
2000-05-22,上市,金融保險業,2850,新產
2000-07-06,上市,金融保險業,2851,中再保
2000-11-28,上市,金融保險業,2852,第一保
2002-09-16,上市,金融保險業,2855,統一證
2012-12-18,上市,金融保險業,2867,三商壽
2001-12-19,上市,金融保險業,2880,華南金
2001-12-19,上市,金融保險業,2881,富邦金
2001-12-31,上市,金融保險業,2882,國泰金
2001-12-28,上市,金融保險業,2883,凱基金
2002-01-28,上市,金融保險業,2884,玉山金
2002-02-04,上市,金融保險業,2885,元大金
2002-02-04,上市,金融保險業,2886,兆豐金
2002-02-18,上市,金融保險業,2887,台新新光金
2002-03-26,上市,金融保險業,2889,國票金
2002-05-09,上市,金融保險業,2890,永豐金
2002-05-17,上市,金融保險業,2891,中信金
2003-01-02,上市,金融保險業,2892,第一金
2017-05-05,上市,金融保險業,2897,王道銀行
1976-05-07,上市,貿易百貨業,2901,欣欣
1978-10-11,上市,貿易百貨業,2903,遠百
1983-01-05,上市,其他業,2904,匯僑
1988-09-19,上市,貿易百貨業,2905,三商
1989-12-26,上市,貿易百貨業,2906,高林
1993-02-18,上市,貿易百貨業,2908,特力
1996-12-30,上市,貿易百貨業,2910,統領
1997-01-18,上市,貿易百貨業,2911,麗嬰房
1997-08-22,上市,貿易百貨業,2912,統一超
1962-02-09,上市,貿易百貨業,2913,農林
1977-07-20,上市,貿易百貨業,2915,潤泰全
2012-12-07,上市,建材營造業,2923,鼎固-KY
2013-12-30,上市,貿易百貨業,2929,淘帝-KY
2018-01-11,上市,貿易百貨業,2939,永邑-KY
2021-11-30,上市,貿易百貨業,2945,三商家購
2002-01-23,上市,電腦及週邊設備業,3002,歐格
2002-02-19,上市,電子零組件業,3003,健和興
2002-02-25,上市,鋼鐵工業,3004,豐達科
2002-02-25,上市,電腦及週邊設備業,3005,神基
2002-03-04,上市,半導體業,3006,晶豪科
2002-03-11,上市,光電業,3008,大立光
2002-07-22,上市,電子通路業,3010,華立
2002-07-22,上市,電子零組件業,3011,今皓
2002-09-16,上市,電腦及週邊設備業,3013,晟銘電
2002-10-29,上市,半導體業,3014,聯陽
2002-10-16,上市,電子零組件業,3015,全漢
2002-12-24,上市,半導體業,3016,嘉晶
2002-09-27,上市,電腦及週邊設備業,3017,奇鋐
2002-08-26,上市,其他電子業,3018,隆銘綠能
2002-08-26,上市,光電業,3019,亞光
2002-08-26,上市,電子零組件業,3021,鴻名
2002-08-26,上市,電腦及週邊設備業,3022,威強電
2002-08-26,上市,電子零組件業,3023,信邦
2002-08-26,上市,光電業,3024,憶聲
2002-08-26,上市,通信網路業,3025,星通
2002-08-26,上市,電子零組件業,3026,禾伸堂
